rank,school,grades,students,student/teacher ratio,free lunch recipients,average standard score,rank (2014),rank change from 2014,type,address,city,zip,county,district,charter,magnet,virtual,title i,phone,fulltime teachers,white,black,hispanic,asian,american indian,pacific islander,two or more races
170,Dwight Morrow High School/Academies@Englewood,9-12,"1,091",11.1,36.40%,44.5,335,165,Public,274 Knickerbocker Rd,Englewood,7631,,Englewood Public School District,No,(n/a),No,Yes,(201) 862-6039,98,106 (9.7 %),426 (39.0 %),392 (35.9 %),150 (13.7 %),3 (0.3 %),5 (0.5 %),9 (0.8 %)
171,Middletown High School North,9-12,"1,477",12.8,16.50%,44.2,161,-10,Public,63 Tindall Road,Middletown,7748,,Middletown Township Public School District,No,(n/a),No,Yes,(732) 706-6061,115,"1,296 (87.7 %)",37 (2.5 %),111 (7.5 %),18 (1.2 %),6 (0.4 %),4 (0.3 %),5 (0.3 %)
172,Newton High School,9-12,773,11.7,18.40%,44.2,177,5,Public,44 Ryerson Avenue,Newton,7860,,Newton Public School District,No,(n/a),No,Yes,(973) 383-7573,66,667 (86.3 %),29 (3.8 %),55 (7.1 %),16 (2.1 %),0 (0.0 %),3 (0.4 %),3 (0.4 %)
173,Rutherford High School,9-12,748,11.1,3.50%,44.2,125,-48,Public,56 Elliott Pl,Rutherford,7070,,Rutherford School District,No,(n/a),No,No,(201) 438-7675,67,450 (60.2 %),25 (3.3 %),137 (18.3 %),130 (17.4 %),1 (0.1 %),1 (0.1 %),4 (0.5 %)
174,Colts Neck High School,9-12,"1,468",14.2,7.80%,43.9,77,-97,Public,59 Five Points Road,Colts Neck,7722,,Freehold Regional High School District,No,(n/a),No,No,(732) 761-0190,103,"1,210 (82.4 %)",33 (2.2 %),113 (7.7 %),106 (7.2 %),3 (0.2 %),1 (0.1 %),2 (0.1 %)
175,Bogota Junior/Senior High School,7-12,496,12.4,48.60%,43.9,241,66,Public,2 Henry C Luthin Place,Bogota,7603,,Bogota Public School District,No,(n/a),No,Yes,(201) 441-4808,40,110 (22.2 %),47 (9.5 %),294 (59.3 %),42 (8.5 %),0 (0.0 %),2 (0.4 %),1 (0.2 %)
176,Hamilton East - Steinert,9-12,"1,317",13.1,13.00%,43.9,175,-1,Public,2900 Klockner Road,Hamilton,8690,,Hamilton Township Public School District,No,(n/a),No,No,(609) 631-4150,100,"1,035 (78.6 %)",72 (5.5 %),106 (8.0 %),67 (5.1 %),2 (0.2 %),1 (0.1 %),34 (2.6 %)
177,Morristown High School,9-12,"1,678",13.5,27.10%,43.4,259,82,Public,50 Early Street,Morristown,7960,,Morris School District,No,(n/a),No,No,(973) 292-2000,124,950 (56.6 %),191 (11.4 %),456 (27.2 %),72 (4.3 %),5 (0.3 %),4 (0.2 %),0 (0.0 %)
178,Nutley High School,9-12,"1,241",14.1,10.90%,43.3,214,36,Public,300 Franklin Ave,Nutley,7110,,Nutley Public School District,No,(n/a),No,Yes,(973) 661-8824,88,866 (69.8 %),21 (1.7 %),210 (16.9 %),139 (11.2 %),0 (0.0 %),1 (0.1 %),4 (0.3 %)
179,Atlantic County Institute of Technology,9-12,"1,339",11.9,61.40%,43.3,129,-50,Public,5080 Atlantic Avenue,Mays Landing,8330,,Atlantic County Vocational School District,No,(n/a),No,Yes,(609) 625-2249,112,554 (41.4 %),305 (22.8 %),361 (27.0 %),51 (3.8 %),12 (0.9 %),6 (0.4 %),50 (3.7 %)
180,Woodstown High School,9-12,684,11.7,22.80%,42.8,277,97,Public,140 East Avenue,Woodstown,8098,,Woodstown-Pilesgrove Regional School District,No,(n/a),No,Yes,(856) 769-0144,58,565 (82.6 %),64 (9.4 %),31 (4.5 %),9 (1.3 %),0 (0.0 %),0 (0.0 %),15 (2.2 %)
181,Cumberland Regional High School,9-12,"1,354",15.3,43.40%,42.4,320,139,Public,90 Silver Lake Road,Bridgeton,8302,,Cumberland Regional School District,No,(n/a),No,Yes,(856) 451-9400,88,745 (55.0 %),314 (23.2 %),207 (15.3 %),20 (1.5 %),23 (1.7 %),0 (0.0 %),45 (3.3 %)
182,Absegami High School,9-12,"1,410",12.2,46.00%,42.2,231,49,Public,201 S Wrangleboro Road,Galloway,8205,,Greater Egg Harbor Regional High School District,No,(n/a),No,Yes,(609) 652-1372,115,686 (48.7 %),253 (17.9 %),230 (16.3 %),221 (15.7 %),0 (0.0 %),5 (0.4 %),15 (1.1 %)
183,Point Pleasant Borough High School,9-12,921,11.2,16.20%,42.1,118,-65,Public,Laura Herbert Dr,Point Pleasant Beach,8742,,Point Pleasant Borough School District,No,(n/a),No,No,(732) 701-1900,82,837 (90.9 %),11 (1.2 %),53 (5.8 %),1 (0.1 %),2 (0.2 %),17 (1.8 %),0 (0.0 %)
184,West Deptford High School,9-12,915,14,26.60%,42.1,236,52,Public,1600 Old Crown Point Rd,West Deptford,8093,,West Deptford Township School District,No,(n/a),No,No,(856) 848-6110,65,741 (81.0 %),68 (7.4 %),54 (5.9 %),16 (1.7 %),0 (0.0 %),0 (0.0 %),36 (3.9 %)
185,Alexander Hamilton Preparatory Academy,9-12,973,13.5,82.90%,41.9,210,25,Public,310 Cherry St,Elizabeth,7208,,Elizabeth Public Schools,No,(n/a),No,Yes,(908) 436-6100,72,65 (6.7 %),182 (18.7 %),711 (73.1 %),15 (1.5 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
186,Wallington Junior Senior High School,7-12,537,14.5,31.80%,41.9,174,-12,Public,234 Main Ave,Wallington,7057,,Wallington Boro School District,No,(n/a),No,No,(973) 777-0808,37,396 (73.7 %),20 (3.7 %),97 (18.1 %),21 (3.9 %),0 (0.0 %),0 (0.0 %),3 (0.6 %)
187,Kittatinny Regional High School,7-12,"1,079",11.1,13.10%,41.8,225,38,Public,77 Halsey Road,Newton,7860,,Kittatinny Regional School District,No,(n/a),No,Yes,(973) 383-1800,97,"1,021 (94.6 %)",5 (0.5 %),33 (3.1 %),14 (1.3 %),0 (0.0 %),3 (0.3 %),3 (0.3 %)
188,Columbia High School,9-12,"1,913",13.1,24.70%,41.7,197,9,Public,17 Parker Ave,Maplewood,7040,,South Orange-Maplewood School District,No,(n/a),No,No,(973) 762-5600,146,793 (41.5 %),916 (47.9 %),116 (6.1 %),64 (3.3 %),6 (0.3 %),3 (0.2 %),15 (0.8 %)
189,Weehawken High School,7-12,520,11.8,59.40%,41.6,275,86,Public,53 Liberty Place,Weehawken,7086,,Weehawken Public School District,No,(n/a),No,Yes,(201) 422-6130,44,111 (21.3 %),20 (3.8 %),361 (69.4 %),23 (4.4 %),1 (0.2 %),0 (0.0 %),4 (0.8 %)
190,Lakeland Regional High School,9-12,962,10.2,10.80%,41.6,198,8,Public,205 Conklintown Road,Wanaque,7465,,Lakeland Regional High School District,No,(n/a),No,Yes,(973) 835-1900,94,780 (81.1 %),24 (2.5 %),96 (10.0 %),47 (4.9 %),13 (1.4 %),0 (0.0 %),2 (0.2 %)
191,Salem County Career and Technical High School,9-12,738,16.7,21.30%,41.5,196,5,Public,880 Route 45,Woodstown,8098,,Salem County Vocational Technical School District,No,(n/a),No,Yes,(856) 769-0101,44,608 (82.4 %),48 (6.5 %),38 (5.1 %),7 (0.9 %),3 (0.4 %),0 (0.0 %),34 (4.6 %)
192,Florence Township Memorial High School,9-12,433,15.4,24.00%,41.4,250,58,Public,1050 Cedar Lane,Florence,8518,,Florence Township School District,No,(n/a),No,Yes,(609) 499-4620,28,271 (62.6 %),107 (24.7 %),25 (5.8 %),28 (6.5 %),0 (0.0 %),2 (0.5 %),0 (0.0 %)
193,Maple Shade High School,7-12,850,12.5,43.80%,41.4,257,64,Public,180 Frederick Ave,Maple Shade,8052,,Maple Shade School District,No,(n/a),No,Yes,(856) 779-2880,68,567 (66.7 %),102 (12.0 %),145 (17.1 %),24 (2.8 %),0 (0.0 %),0 (0.0 %),12 (1.4 %)
194,West Orange High School,9-12,"2,045",10.7,48.00%,41.4,308,114,Public,51 Conforti Ave,West Orange,7052,,West Orange Public Schools,No,(n/a),No,No,(973) 669-5301,190,387 (18.9 %),971 (47.5 %),542 (26.5 %),123 (6.0 %),1 (0.0 %),0 (0.0 %),21 (1.0 %)
195,Bulington City High School,7-12,705,8.8,61.00%,41.3,350,155,Public,100 Blue Devil Way,Burlington,8016,,Burlington City Public School District,No,(n/a),No,Yes,(609) 387-5800,80,234 (33.2 %),364 (51.6 %),72 (10.2 %),28 (4.0 %),0 (0.0 %),2 (0.3 %),5 (0.7 %)
196,Newark Technical,9-12,737,13.4,84.50%,41.2,207,11,Public,91 West Market Street,Newark,7103,,Essex County Vocational Technical School District,No,(n/a),No,Yes,(973) 412-2204,55,4 (0.5 %),441 (59.8 %),278 (37.7 %),6 (0.8 %),4 (0.5 %),1 (0.1 %),3 (0.4 %)
197,Henry P. Becton Regional High School,9-12,496,14.1,33.50%,41.1,278,81,Public,Vreeland Avenue,East Rutherford,7073,,Carlstadt-East Rutherford Regional High School District,No,(n/a),No,Yes,(201) 935-3007,35,243 (49.0 %),37 (7.5 %),167 (33.7 %),49 (9.9 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
198,Wood-Ridge Junior/Senior High School,7-12,373,8.2,24.90%,41,179,-19,Public,258 Hackensack St,Wood Ridge,7075,,Wood-Ridge School District,No,(n/a),No,Yes,(201) 933-6777,45,245 (65.7 %),7 (1.9 %),95 (25.5 %),26 (7.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
199,Dr. Charles E. Brimm Medical Arts High School,9-12,213,10.6,89.20%,40.4,248,49,Public,1626 Copewood Street,Camden,8103,,Camden City Public Schools,No,(n/a),No,Yes,(856) 966-2500,20,0 (0.0 %),144 (67.6 %),63 (29.6 %),6 (2.8 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
200,Cicely L. Tyson Community Middle/High School,6-12,764,9.3,73.00%,40.4,222,22,"Public, Alternative",35 Winans Street,East Orange,7017,,East Orange School District,No,(n/a),No,Yes,(973) 414-8600,82,1 (0.1 %),723 (94.6 %),39 (5.1 %),1 (0.1 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
201,Hanover Park High School,9-12,876,10.3,3.40%,40.4,99,-102,Public,63 Mt Pleasant Avenue,East Hanover,7936,Morris,Hanover Park Regional High School District,No,(n/a),No,Yes,(973) 887-0300,85,737 (84.1 %),37 (4.2 %),49 (5.6 %),52 (5.9 %),0 (0.0 %),1 (0.1 %),0 (0.0 %)
202,South Brunswick High School,9-12,"2,921",14.9,10.80%,40.3,107,-95,Public,750 Ridge Road,Monmouth Junction,8852,Middlesex,South Brunswick School District,No,(n/a),No,No,(732) 329-4044,195,"1,058 (36.2 %)",307 (10.5 %),194 (6.6 %),"1,316 (45.1 %)",2 (0.1 %),0 (0.0 %),44 (1.5 %)
203,Egg Harbor Township High School,9-12,"2,360",12.1,47.00%,40,289,86,Public,24 High School Drive,Egg Harbor Township,8234,Atlantic,Egg Harbor Township School District,No,(n/a),No,No,(609) 653-0100,194,"1,105 (46.8 %)",254 (10.8 %),519 (22.0 %),366 (15.5 %),4 (0.2 %),0 (0.0 %),112 (4.7 %)
204,Delsea Regional High School,9-12,"1,164",13.6,26.70%,39.9,154,-50,Public,242 Fries Mill Rd,Franklinville,8322,Gloucester,Delsea Regional High School District,No,(n/a),No,Yes,(856) 694-0100,85,922 (79.2 %),147 (12.6 %),58 (5.0 %),19 (1.6 %),1 (0.1 %),1 (0.1 %),16 (1.4 %)
205,Wayne Valley High School,9-12,"1,332",11.7,9.10%,39.9,111,-94,Public,551 Valley Road,Wayne,7470,Passaic,Wayne Township Public School District,No,(n/a),No,Yes,(973) 317-2200,113,"1,111 (83.4 %)",13 (1.0 %),121 (9.1 %),80 (6.0 %),1 (0.1 %),6 (0.5 %),0 (0.0 %)
206,Dover High School,9-12,893,12.4,73.10%,39.8,279,73,Public,100 Grace Street,Dover,7801,Morris,Dover Public School District,No,(n/a),No,Yes,(973) 989-2010,72,122 (13.7 %),68 (7.6 %),685 (76.7 %),18 (2.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
207,Roxbury High School,9-12,"1,427",10.9,12.90%,39.8,146,-61,Public,One Bryant Drive,Succasunna,7876,Morris,Roxbury Township School District,No,(n/a),No,No,(973) 584-1200,130,"1,107 (77.6 %)",49 (3.4 %),173 (12.1 %),87 (6.1 %),2 (0.1 %),0 (0.0 %),9 (0.6 %)
208,Arts High School,7-12,684,11.5,73.10%,39.7,260,52,Public,550 M L King Blvd,Newark,7102,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 733-7391,59,54 (7.9 %),394 (57.6 %),235 (34.4 %),0 (0.0 %),1 (0.1 %),0 (0.0 %),0 (0.0 %)
209,North 13th St Technical,9-12,686,11.6,86.40%,39.6,131,-78,Public,300 N 13th St,Newark,7107,Essex,Essex County Vocational Technical School District,No,(n/a),No,Yes,(973) 412-2203,59,8 (1.2 %),268 (39.1 %),396 (57.7 %),6 (0.9 %),3 (0.4 %),5 (0.7 %),0 (0.0 %)
210,Hopatcong High School,9-12,551,11,28.30%,39.5,298,88,Public,2a Windsor Ave,Hopatcong,7843,Sussex,Hopatcong Borough School District,No,(n/a),No,Yes,(973) 398-8803,50,422 (76.6 %),23 (4.2 %),88 (16.0 %),15 (2.7 %),0 (0.0 %),3 (0.5 %),0 (0.0 %)
211,Franklin High School,9-12,"2,149",12.7,40.10%,39.5,297,86,Public,500 Elizabeth Avenue,Somerset,8873,Somerset,Franklin Township Public School District,No,(n/a),No,No,(732) 302-4200,168,346 (16.1 %),904 (42.1 %),583 (27.1 %),297 (13.8 %),6 (0.3 %),1 (0.0 %),12 (0.6 %)
212,Lower Cape May Regional High School,9-12,905,10.4,47.70%,39.5,253,41,Public,687 Rt 9,Cape May,8204,Cape May,Lower Cape May Regional School District,No,(n/a),No,Yes,(609) 884-3475,87,780 (86.2 %),41 (4.5 %),63 (7.0 %),12 (1.3 %),2 (0.2 %),0 (0.0 %),7 (0.8 %)
213,Teaneck High School,9-12,"1,295",10.8,26.00%,39.4,270,57,Public,100 Elizabeth Ave,Teaneck,7666,Bergen,Teaneck School District,No,(n/a),No,No,(201) 833-5400,119,155 (12.0 %),587 (45.3 %),393 (30.3 %),116 (9.0 %),8 (0.6 %),4 (0.3 %),32 (2.5 %)
214,John F. Kennedy High School,9-12,"1,344",11.6,40.30%,39.2,151,-63,Public,200 Washington Avenue,Iselin,8830,Middlesex,Woodbridge Township School District,No,(n/a),No,No,(732) 602-8650,115,388 (28.9 %),139 (10.3 %),301 (22.4 %),512 (38.1 %),1 (0.1 %),0 (0.0 %),3 (0.2 %)
215,Cedar Creek High School,9-12,910,13.7,41.20%,38.9,254,39,Public,1701 New York Ave.,Egg Harbor City,8215,Atlantic,Greater Egg Harbor Regional High School District,No,(n/a),No,Yes,(609) 593-3560,66,576 (63.3 %),125 (13.7 %),171 (18.8 %),26 (2.9 %),3 (0.3 %),1 (0.1 %),8 (0.9 %)
216,Washington Township High School,9-12,"2,380",12.4,17.20%,38.8,172,-44,Public,519 Hurffville Crosskeys Rd,Sewell,8080,Gloucester,Washington Township School District,No,(n/a),No,No,(856) 589-8500,191,"1,935 (81.3 %)",179 (7.5 %),102 (4.3 %),133 (5.6 %),0 (0.0 %),0 (0.0 %),31 (1.3 %)
217,Mainland Regional High School,9-12,"1,356",11.3,0.20%,38.8,156,-61,Public,1301 Oak Avenue,Linwood,8221,Atlantic,Mainland Regional High School District,No,(n/a),No,Yes,(609) 927-4151,120,987 (72.8 %),76 (5.6 %),158 (11.7 %),73 (5.4 %),1 (0.1 %),1 (0.1 %),60 (4.4 %)
218,Hasbrouck Heights High School,9-12,557,14.2,17.80%,38.7,194,-24,Public,365 Boulevard,Hasbrouck Heights,7604,Bergen,Hasbrouck Heights School District,No,(n/a),No,No,(201) 288-6150,39,340 (61.0 %),18 (3.2 %),103 (18.5 %),94 (16.9 %),1 (0.2 %),0 (0.0 %),1 (0.2 %)
219,West Milford High School,9-12,"1,175",12.3,12.40%,38.1,160,-59,Public,67 Highlander Drive,West Milford,7480,Passaic,West Milford Township Public School District,No,(n/a),No,No,(973) 838-6515,95,"1,100 (93.6 %)",12 (1.0 %),47 (4.0 %),10 (0.9 %),4 (0.3 %),1 (0.1 %),1 (0.1 %)
220,Memorial Senior High School,9-12,726,15.1,46.10%,38.1,309,89,Public,375 River Dr,Elmwood Park,7407,Bergen,Elmwood Park School District,No,(n/a),No,No,(201) 796-8700,48,311 (42.8 %),68 (9.4 %),278 (38.3 %),62 (8.5 %),0 (0.0 %),4 (0.6 %),3 (0.4 %)
221,Cranford High School,9-12,"1,163",11.1,4.10%,38.1,83,-138,Public,201 West End Place,Cranford,7016,Union,Cranford Public School District,No,(n/a),No,No,(908) 709-6272,104,980 (84.3 %),44 (3.8 %),98 (8.4 %),39 (3.4 %),0 (0.0 %),0 (0.0 %),2 (0.2 %)
222,North Plainfield High School,9-12,"1,480",10.7,66.90%,38.1,303,81,Public,34 Wilson Ave,N Plainfield,7060,Union,North Plainfield School District,No,(n/a),No,Yes,(908) 769-6000,138,176 (11.9 %),319 (21.6 %),890 (60.1 %),84 (5.7 %),0 (0.0 %),0 (0.0 %),11 (0.7 %)
223,William L Dickinson High School,9-12,"2,185",12.7,77.30%,38,336,113,Public,2 Palisade Ave,Jersey City,7306,Hudson,Jersey City School District,No,(n/a),No,Yes,(201) 714-4400,172,293 (13.4 %),365 (16.7 %),"1,052 (48.1 %)",436 (20.0 %),25 (1.1 %),8 (0.4 %),6 (0.3 %)
224,Brick Township High School,9-12,"1,466",12.2,30.60%,37.9,290,66,Public,346 Chambers Bridge Rd,Brick,8723,Ocean,Brick Township Public School District,No,(n/a),No,No,(732) 785-3000,120,"1,156 (78.9 %)",49 (3.3 %),212 (14.5 %),41 (2.8 %),5 (0.3 %),2 (0.1 %),1 (0.1 %)
225,Warren Hills Regional High School,9-12,"1,286",13.5,18.70%,37.8,181,-44,Public,41 Jackson Valley Road,Washington,7882,Warren,Warren Hills Regional School District,No,(n/a),No,Yes,(908) 689-3050,95,"1,056 (82.1 %)",69 (5.4 %),106 (8.2 %),40 (3.1 %),6 (0.5 %),1 (0.1 %),8 (0.6 %)
226,American History High School,7-12,436,10.1,84.90%,37.8,119,-107,Public,74 Montgomery St,Newark,7103,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 733-7333,43,5 (1.1 %),335 (76.8 %),91 (20.9 %),5 (1.1 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
227,Shore Regional High School,9-12,630,10.8,3.50%,37.8,101,-126,Public,132 Monmouth Park Highway 36,West Long Branch,7764,Monmouth,Shore Regional High School District,No,(n/a),No,No,(732) 222-9300,58,577 (91.6 %),13 (2.1 %),27 (4.3 %),6 (1.0 %),1 (0.2 %),1 (0.2 %),5 (0.8 %)
228,Millville Senior High School,9-12,"1,107",10.9,50.30%,37.7,348,120,Public,200 Wade Blvd,Millville,8332,Cumberland,Millville School District,No,(n/a),No,Yes,(856) 327-6040,101,638 (57.6 %),259 (23.4 %),183 (16.5 %),12 (1.1 %),4 (0.4 %),1 (0.1 %),10 (0.9 %)
229,Burlington County Inst Of Technical - Westhampton,9-12,"1,222",13.5,37.10%,37.5,215,-14,Public,695 Woodlane Rd,Westampton,8060,Burlington,Burlington County Institute Of Technology,No,(n/a),No,Yes,(609) 267-4226,90,279 (22.8 %),643 (52.6 %),197 (16.1 %),29 (2.4 %),4 (0.3 %),0 (0.0 %),70 (5.7 %)
230,Orange High School,9-12,834,10.1,75.30%,37.5,385,155,Public,400 Lincoln Ave,Orange,7050,Essex,Orange Board Of Education School District,No,(n/a),No,Yes,(973) 677-4050,82,1 (0.1 %),653 (78.3 %),178 (21.3 %),0 (0.0 %),2 (0.2 %),0 (0.0 %),0 (0.0 %)
231,Gloucester City Junior Senior High School,7-12,789,9.1,68.60%,37.4,329,98,Public,1300 Market Street,Gloucester City,8030,Camden,Gloucester City Public School District,No,(n/a),No,Yes,(856) 456-7000,86,622 (78.8 %),61 (7.7 %),82 (10.4 %),21 (2.7 %),0 (0.0 %),2 (0.3 %),1 (0.1 %)
232,Jefferson Township High School,9-12,"1,006",11.1,11.70%,37.3,136,-96,Public,1010 Weldon Rd Rd2,Oak Ridge,7438,Passaic,Jefferson Township Public School District,No,(n/a),No,Yes,(973) 697-3535,90,875 (87.0 %),10 (1.0 %),72 (7.2 %),33 (3.3 %),4 (0.4 %),0 (0.0 %),12 (1.2 %)
233,School of Health Science,9-12,276,8.6,3.30%,37.3,362,129,Public,5-7 Colt St,Paterson,7505,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0560,32,19 (6.9 %),64 (23.2 %),171 (62.0 %),22 (8.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
234,Monroe Township High School,9-12,"2,068",12.8,11.60%,37.2,157,-77,Public,200 Schoolhouse Road,Monroe Township,8831,Middlesex,Monroe Township School District,No,(n/a),No,No,(732) 521-2882,161,"1,336 (64.6 %)",109 (5.3 %),186 (9.0 %),429 (20.7 %),0 (0.0 %),2 (0.1 %),6 (0.3 %)
235,Woodbury Junior-Senior High School,6-12,760,11.5,63.00%,36.9,324,89,"Public, Alternative",25 N. Broad Street,Woodbury,8096,Gloucester,Woodbury City Public School District,No,(n/a),No,Yes,(856) 853-0123,66,278 (36.6 %),333 (43.8 %),114 (15.0 %),10 (1.3 %),5 (0.7 %),3 (0.4 %),17 (2.2 %)
236,Lodi High School,9-12,939,14.2,62.40%,36.8,283,47,Public,99 Putnam Street,Lodi,7644,Bergen,Lodi School District,No,(n/a),No,Yes,(973) 478-6100,66,315 (33.5 %),96 (10.2 %),446 (47.5 %),54 (5.8 %),1 (0.1 %),25 (2.7 %),2 (0.2 %)
237,Glen Rock High School,9-12,747,10.3,0.80%,36.8,53,-184,Public,400 Hamilton Avenue,Glen Rock,7452,Bergen,Glen Rock Public School District,No,(n/a),No,No,(201) 445-7700,72,645 (86.3 %),6 (0.8 %),24 (3.2 %),68 (9.1 %),1 (0.1 %),0 (0.0 %),3 (0.4 %)
238,Burlington Township High School,9-12,"1,297",13.1,23.10%,36.5,269,31,Public,610 Fountain Avenue,Burlington,8016,Burlington,Burlington Township Board Of Education,No,(n/a),No,Yes,(609) 387-1713,99,593 (45.7 %),452 (34.8 %),96 (7.4 %),135 (10.4 %),1 (0.1 %),3 (0.2 %),17 (1.3 %)
239,Foundation Academy Charter School,K-12,788,12.9,81.60%,36.5,268,29,"Public, Charter, Alternative",363 West State Street,Trenton,8608,Mercer,Foundation Academy Charter School,Yes,(n/a),No,No,(609) 920-9200,61,9 (1.1 %),462 (58.6 %),303 (38.5 %),9 (1.1 %),1 (0.1 %),2 (0.3 %),2 (0.3 %)
240,Brick Township Memorial High School,9-12,"1,673",12.9,24.60%,36.4,186,-54,Public,2001 Lanes Mill Rd,Brick,8724,Ocean,Brick Township Public School District,No,(n/a),No,No,(732) 785-3000,129,"1,385 (82.8 %)",96 (5.7 %),141 (8.4 %),41 (2.5 %),4 (0.2 %),2 (0.1 %),4 (0.2 %)
241,Warren County Vocational Technical School,9-12,483,10.5,32.70%,36.3,287,46,Public,1500 Route 57,Washington,7882,Warren,Warren County Technical School District,No,(n/a),No,Yes,(908) 689-0122,46,393 (81.4 %),27 (5.6 %),58 (12.0 %),4 (0.8 %),0 (0.0 %),0 (0.0 %),1 (0.2 %)
242,Barnegat High School,9-12,985,12.6,33.80%,36.3,242,0,Public,180 Bengal Blvd,Barnegat,8005,Ocean,Barnegat Township School District,No,(n/a),No,No,(609) 660-7510,78,789 (80.1 %),74 (7.5 %),89 (9.0 %),18 (1.8 %),2 (0.2 %),1 (0.1 %),12 (1.2 %)
243,Boonton High School,9-12,578,11.7,16.60%,36.3,141,-102,Public,306 Lathrop Avenue,Boonton,7005,Morris,Boonton Town School District,No,(n/a),No,Yes,(973) 335-9700,49,375 (64.9 %),33 (5.7 %),90 (15.6 %),70 (12.1 %),0 (0.0 %),8 (1.4 %),2 (0.3 %)
244,Clayton High School,9-12,381,10.5,56.40%,36,342,98,Public,55 Pop Kramer Blvd,Clayton,8312,Gloucester,Clayton Public School District,No,(n/a),No,Yes,(856) 881-8701,36,206 (54.1 %),97 (25.5 %),43 (11.3 %),9 (2.4 %),4 (1.0 %),2 (0.5 %),20 (5.2 %)
245,Arthur P Schalick High School,9-12,589,13.3,32.80%,36,271,26,Public,718 Centerton Road,Pittsgrove,8318,Salem,Pittsgrove Township School District,No,(n/a),No,Yes,(856) 358-2054,44,447 (75.9 %),46 (7.8 %),67 (11.4 %),7 (1.2 %),0 (0.0 %),0 (0.0 %),22 (3.7 %)
246,South Amboy Middle/High School,6-12,512,12.8,42.40%,35.9,235,-11,"Public, Alternative",200 Governor Harold G Hoffman,South Amboy,8879,Middlesex,South Amboy School District,No,(n/a),No,Yes,(732) 316-7669,40,329 (64.3 %),37 (7.2 %),122 (23.8 %),24 (4.7 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
247,Carteret High School,9-12,"1,033",13.2,65.30%,35.8,237,-10,Public,199 Washington Avenue,Carteret,7008,Middlesex,Carteret Public School District,No,(n/a),No,Yes,(732) 541-8960,78,144 (13.9 %),250 (24.2 %),408 (39.5 %),224 (21.7 %),1 (0.1 %),1 (0.1 %),5 (0.5 %)
248,Wall High School,9-12,"1,207",10.6,9.90%,35.8,163,-85,Public,1630 18th Ave,Wall,7719,Monmouth,Wall Township Public School District,No,(n/a),No,No,(732) 556-2040,113,"1,099 (91.1 %)",26 (2.2 %),48 (4.0 %),20 (1.7 %),1 (0.1 %),0 (0.0 %),13 (1.1 %)
249,Rancocas Valley Regional High School,9-12,"2,077",18.8,26.50%,35.5,228,-21,Public,520 Jacksonville Road,Mount Holly,8060,Burlington,Rancocas Valley Regional High School District,No,(n/a),No,Yes,(609) 267-0830,110,"1,207 (58.1 %)",586 (28.2 %),173 (8.3 %),98 (4.7 %),6 (0.3 %),7 (0.3 %),0 (0.0 %)
250,West Caldwell Technical,9-12,275,8.3,76.70%,35.2,206,-44,Public,620 Passaic Ave,West Caldwell,7006,Essex,Essex County Vocational Technical School District,No,(n/a),No,Yes,(973) 412-2205,33,10 (3.6 %),94 (34.2 %),163 (59.3 %),2 (0.7 %),0 (0.0 %),0 (0.0 %),6 (2.2 %)
251,Bordentown Regional High School,9-12,741,13.7,8.10%,35.2,272,21,Public,318 Ward Ave,Bordentown,8505,Burlington,Bordentown Regional School District,No,(n/a),No,Yes,(609) 298-0025,54,490 (66.1 %),116 (15.7 %),73 (9.9 %),58 (7.8 %),2 (0.3 %),1 (0.1 %),1 (0.1 %)
252,Memorial High School,9-12,"1,879",13,74.30%,35.2,310,58,Public,5501 Park Ave,West New York,7093,Hudson,West New York Board Of Education,No,(n/a),No,Yes,(201) 553-4110,144,78 (4.2 %),18 (1.0 %),"1,765 (93.9 %)",14 (0.7 %),0 (0.0 %),2 (0.1 %),2 (0.1 %)
253,Woodbridge High School,9-12,"1,507",11.5,42.10%,35,200,-53,Public,25 Samuel Lupo Place,Woodbridge,7095,Middlesex,Woodbridge Township School District,No,(n/a),No,No,(732) 602-8600,130,641 (42.5 %),275 (18.2 %),439 (29.1 %),141 (9.4 %),5 (0.3 %),0 (0.0 %),6 (0.4 %)
254,Lawrence High School,9-12,"1,208",12.5,24.00%,35,256,2,Public,2525 Princeton Pike,Lawrenceville,8648,Mercer,Lawrence Township Public School District,No,(n/a),No,No,(609) 671-5510,96,566 (46.9 %),225 (18.6 %),204 (16.9 %),166 (13.7 %),0 (0.0 %),0 (0.0 %),47 (3.9 %)
