rank,school,grades,students,student/teacher ratio,free lunch recipients,average standard score,rank (2012),rank change from 2012,school type,address,city,zip,county,district,charter,magnet,virtual,title i,phone,full time teachers,white,black,hispanic,asian,american indian,pacific islander,two or more races
168,Mainland Regional High School,9-12,"1,405",11.6,24.70%,65.1,136,-32,Public,1301 Oak Avenue,Linwood,08221,Atlantic,Mainland Regional High School District,No,(n/a),No,Yes,(609) 927-4151,121,"1,059 (75.4 %)",70 (5.0 %),158 (11.2 %),83 (5.9 %),1 (0.1 %),1 (0.1 %),33 (2.3 %)
169,Delsea Regional High School,9-12,"1,164",13,28.10%,65,165,-4,Public,242 Fries Mill Rd,Franklinville,08322,Gloucester,Delsea Regional High School District,No,(n/a),No,Yes,(856) 694-0100,90,949 (81.5 %),143 (12.3 %),48 (4.1 %),14 (1.2 %),0 (0.0 %),0 (0.0 %),10 (0.9 %)
170,East Orange STEM Academy High School,6-12,272,5.9,73.50%,65,,,"Public, Alternative",129 Renshaw Avenue,East Orange,07017,Essex,East Orange School District,No,(n/a),No,Yes,(973) 266-5900,46,0 (0.0 %),262 (96.3 %),10 (3.7 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
171,Middlesex County Vocational School East Brunswick,9-12,374,10.5,42.30%,64.8,185,14.00,Public,112 Rues Lane,East Brunswick,08816,Middlesex,Middlesex County Vocational and Technical School District,No,(n/a),No,No,(732) 254-8700,36,214 (57.2 %),59 (15.8 %),89 (23.8 %),6 (1.6 %),0 (0.0 %),0 (0.0 %),6 (1.6 %)
172,Monroe Township High School,9-12,"1,900",11.4,0.00%,64.8,152,-20,Public,200 Schoolhouse Road,Monroe Township,08831,Middlesex,Monroe Township School District,No,(n/a),No,No,(732) 521-2882,166,"1,281 (67.4 %)",118 (6.2 %),160 (8.4 %),332 (17.5 %),0 (0.0 %),3 (0.2 %),6 (0.3 %)
173,Raritan High School,9-12,"1,026",13.6,13.00%,64.8,143,-30,Public,419 Middle Road,Hazlet,07730,Monmouth,Hazlet Township Public School District,No,(n/a),No,No,(732) 264-8411,75,889 (86.6 %),27 (2.6 %),85 (8.3 %),24 (2.3 %),0 (0.0 %),0 (0.0 %),1 (0.1 %)
174,Haddon Heights Junior-Senior High School,7-12,809,11.1,16.40%,64.7,186,12.00,Public,301 Second Avenue,Haddon Heights,08035,Camden,HADDON HEIGHTS School District,No,(n/a),No,Yes,(856) 547-1920,73,615 (76.0 %),138 (17.1 %),25 (3.1 %),18 (2.2 %),1 (0.1 %),0 (0.0 %),12 (1.5 %)
175,Burlington Township High School,9-12,"1,290",12.6,24.00%,64.7,246,71.00,Public,610 Fountain Avenue,Burlington,08016,Burlington,Burlington Township Board Of Education,No,(n/a),No,Yes,(609) 387-1713,102,606 (47.0 %),450 (34.9 %),90 (7.0 %),125 (9.7 %),1 (0.1 %),6 (0.5 %),12 (0.9 %)
176,Ocean City High School,9-12,"1,231",11.7,18.00%,64.6,142,-34,Public,501 Atlantic Avenue,Ocean City,08226,Cape May,Ocean City School District,No,(n/a),No,No,(609) 399-1290,105,"1,131 (91.9 %)",31 (2.5 %),45 (3.7 %),17 (1.4 %),3 (0.2 %),2 (0.2 %),2 (0.2 %)
177,Hammonton High School,9-12,"1,449",15.6,27.70%,64.6,261,84.00,Public,566 Old Forks Road,Hammonton,08037,Atlantic,Hammonton School District,No,(n/a),No,Yes,(609) 567-7000,92,"1,126 (77.7 %)",67 (4.6 %),222 (15.3 %),14 (1.0 %),1 (0.1 %),0 (0.0 %),19 (1.3 %)
178,Hackettstown High School,9-12,956,16.3,8.90%,64.6,72,-106,Public,701 Warren Street,Hackettstown,07840,Warren,Hackettstown Public School District,No,(n/a),No,No,(908) 852-8150,58,790 (82.6 %),13 (1.4 %),100 (10.5 %),38 (4.0 %),3 (0.3 %),2 (0.2 %),10 (1.0 %)
178,Montclair High School,9-12,"1,969",12.4,20.10%,64.6,194,16.00,Public,100 Chestnut St,Montclair,07042,Essex,Montclair Public Schools,No,(n/a),No,No,(973) 509-4100,158,971 (49.3 %),744 (37.8 %),146 (7.4 %),18 (0.9 %),5 (0.3 %),2 (0.1 %),83 (4.2 %)
180,Newton High School,9-12,700,10.8,16.60%,64.6,231,51.00,Public,44 Ryerson Avenue,Newton,07860,Sussex,Newton Public School District,No,(n/a),No,Yes,(973) 383-7573,64,600 (85.7 %),33 (4.7 %),39 (5.6 %),23 (3.3 %),5 (0.7 %),0 (0.0 %),0 (0.0 %)
181,Leonia High School,9-12,700,11.9,15.10%,64.4,160,-21,Public,100 Chrisite Heights Street,Leonia,07605,Bergen,Leonia Public School District,No,(n/a),No,Yes,(201) 302-5200,59,238 (34.0 %),34 (4.9 %),170 (24.3 %),254 (36.3 %),1 (0.1 %),0 (0.0 %),3 (0.4 %)
182,Secaucus High School,9-12,584,10,26.00%,64.2,176,-6,Public,11 Mill Ridge Road,Secaucus,07094,Hudson,Secaucus Board Of Education,No,(n/a),No,Yes,(201) 974-2033,58,286 (49.0 %),26 (4.5 %),150 (25.7 %),120 (20.5 %),0 (0.0 %),2 (0.3 %),0 (0.0 %)
183,Jefferson Township High School,9-12,"1,034",11.1,12.70%,64,128,-55,Public,1010 Weldon Rd Rd2,Oak Ridge,07438,Passaic,Jefferson Township Public School District,No,(n/a),No,Yes,(973) 697-3535,93,885 (85.6 %),17 (1.6 %),73 (7.1 %),46 (4.4 %),1 (0.1 %),1 (0.1 %),11 (1.1 %)
184,University High School,7-12,572,11.6,83.60%,63.9,64,-120,Public,55 Clinton Pl,Newark,07108,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 374-3190,49,7 (1.2 %),487 (85.1 %),72 (12.6 %),5 (0.9 %),1 (0.2 %),0 (0.0 %),0 (0.0 %)
185,Vernon Township High School,9-12,"1,212",11.4,15.10%,63.6,149,-36,Public,1832 Route 565,Vernon,07462,Sussex,Vernon Township School District,No,(n/a),No,No,(973) 764-2960,105,"1,099 (90.7 %)",27 (2.2 %),71 (5.9 %),12 (1.0 %),1 (0.1 %),1 (0.1 %),1 (0.1 %)
186,School of Health Science,9-12,273,8,89.40%,63.3,221,35.00,Public,5-7 Colt St,Paterson,07505,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0560,34,25 (9.2 %),81 (29.7 %),140 (51.3 %),27 (9.9 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
187,Toms River High School North,9-12,"2,373",14.8,18.90%,63.3,179,-8,Public,1245 Old Freehold Road,Toms River,08753,Ocean,Toms River Regional School District,No,(n/a),No,No,(732) 505-5702,160,"1,823 (76.8 %)",138 (5.8 %),236 (9.9 %),145 (6.1 %),4 (0.2 %),3 (0.1 %),24 (1.0 %)
188,Somerset County Vocational Technical High School,9-12,383,7.1,23.50%,62.9,167,-21,Public,14 Vogt Drive,Bridgewater,08807,Somerset,Somerset County Vocational And Technical Schools,No,(n/a),No,Yes,(908) 526-8900,54,217 (56.7 %),38 (9.9 %),74 (19.3 %),50 (13.1 %),1 (0.3 %),2 (0.5 %),1 (0.3 %)
189,Old Bridge High School,9-12,"3,007",13.2,24.50%,62.9,197,8.00,Public,4209 Route 516,Matawan,07747,Monmouth,Old Bridge Township School District,No,(n/a),No,No,(732) 290-3900,227,"1,904 (63.3 %)",253 (8.4 %),336 (11.2 %),504 (16.8 %),1 (0.0 %),2 (0.1 %),7 (0.2 %)
190,Southern Regional High School,9-12,"2,070",14.1,22.90%,62.5,172,-18,Public,90 Cedar Bridge Road,Manahawkin,08050,Ocean,Southern Regional School District,No,(n/a),No,Yes,(609) 597-9481,146,"1,885 (91.1 %)",43 (2.1 %),105 (5.1 %),31 (1.5 %),2 (0.1 %),1 (0.0 %),3 (0.1 %)
191,Point Pleasant Beach High School,9-12,385,12.7,0.00%,62.5,97,-94,Public,700 Trenton Avenue,Point Pleasant Beach,08742,Ocean,Point Pleasant Beach School District,No,(n/a),No,Yes,(732) 899-1817,30,354 (91.9 %),5 (1.3 %),16 (4.2 %),9 (2.3 %),0 (0.0 %),0 (0.0 %),1 (0.3 %)
192,Highland Regional High School,9-12,"1,157",14.9,27.90%,62.5,211,19.00,Public,450 Erial Road,Blackwood,08012,Camden,Black Horse Pike Regional School District,No,(n/a),No,Yes,(609) 227-4100,78,695 (60.1 %),294 (25.4 %),98 (8.5 %),56 (4.8 %),2 (0.2 %),6 (0.5 %),6 (0.5 %)
193,North Brunswick Township High School,9-12,"1,761",12.6,31.20%,62.4,191,-2,Public,98 Raider Road,North Brunswick,08902,Middlesex,North Brunswick Township School District,No,(n/a),No,Yes,(732) 289-3702,139,505 (28.7 %),366 (20.8 %),466 (26.5 %),417 (23.7 %),1 (0.1 %),3 (0.2 %),3 (0.2 %)
194,Lawrence High School,9-12,"1,182",12.1,18.20%,62.3,216,22.00,Public,2525 Princeton Pike,Lawrenceville,08648,Mercer,Lawrence Township Public School District,No,(n/a),No,No,(609) 671-5510,97,574 (48.6 %),237 (20.1 %),173 (14.6 %),150 (12.7 %),1 (0.1 %),0 (0.0 %),47 (4.0 %)
195,Kingsway Regional High School,9-12,"1,530",14,16.00%,62.3,213,18.00,Public,201 Kings Highway,Woolwich Twp,08085,Gloucester,Kingsway Regional School District,No,(n/a),No,Yes,(856) 467-3300,109,"1,119 (73.1 %)",234 (15.3 %),85 (5.6 %),76 (5.0 %),1 (0.1 %),1 (0.1 %),14 (0.9 %)
196,Piscataway Township High School,9-12,"2,233",,34.20%,62.2,174,-22,Public,100 Behmer Road,Piscataway,08854,Middlesex,Piscataway Township School District,No,(n/a),No,Yes,(732) 981-0700,,457 (20.5 %),864 (38.7 %),365 (16.3 %),532 (23.8 %),2 (0.1 %),1 (0.0 %),12 (0.5 %)
197,Morris Hills High School,9-12,"1,139",10.9,13.00%,62.2,122,-75,Public,520 West Main Street,Rockaway,07866,Morris,Morris Hills Regional School District,No,(n/a),No,Yes,(973) 664-2301,104,674 (59.2 %),41 (3.6 %),303 (26.6 %),110 (9.7 %),1 (0.1 %),1 (0.1 %),9 (0.8 %)
198,West Milford High School,9-12,"1,221",13.2,13.30%,62,164,-34,Public,67 Highlander Drive,West Milford,07480,Passaic,West Milford Township Public School District,No,(n/a),No,No,(973) 838-6515,92,"1,144 (93.7 %)",18 (1.5 %),46 (3.8 %),9 (0.7 %),3 (0.2 %),1 (0.1 %),0 (0.0 %)
199,Dunellen High School,9-12,322,10.6,33.20%,61.9,94,-105,Public,411 First Street,Dunellen,08812,Middlesex,Dunellen Public School District,No,(n/a),No,Yes,(732) 968-0885,30,156 (48.4 %),37 (11.5 %),107 (33.2 %),14 (4.3 %),0 (0.0 %),0 (0.0 %),8 (2.5 %)
200,Jackson Memorial High School,9-12,"1,736",14.6,13.40%,61.7,224,24.00,Public,101 Don Connor Blvd,Jackson,08527,Ocean,Jackson Township School District,No,(n/a),No,No,(732) 833-4670,119,"1,474 (84.9 %)",130 (7.5 %),76 (4.4 %),44 (2.5 %),2 (0.1 %),8 (0.5 %),2 (0.1 %)
201,Alexander Hamilton Preparatory Academy,9-12,915,11.7,87.90%,61.6,180,-21,Public,310 Cherry St,Elizabeth,07208,Union,Elizabeth Public Schools,No,(n/a),No,Yes,(908) 436-6100,78,71 (7.8 %),183 (20.0 %),649 (70.9 %),12 (1.3 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
202,North 13th St Technical,9-12,679,11.6,88.50%,61.5,121,-81,Public,300 N 13th St,Newark,07107,Essex,Essex County Vocational Technical School District,No,(n/a),No,Yes,(973) 412-2203,59,6 (0.9 %),270 (39.8 %),380 (56.0 %),12 (1.8 %),8 (1.2 %),3 (0.4 %),0 (0.0 %)
203,Liberty High School,9-12,210,8.7,60.50%,61.2,204,1.00,Public,299 Sip Avenue,Jersey City,07306,Hudson,Jersey City School District,No,(n/a),No,Yes,(201) 714-4373,24,31 (14.8 %),83 (39.5 %),81 (38.6 %),14 (6.7 %),0 (0.0 %),1 (0.5 %),0 (0.0 %)
204,TEAM Academy Charter School,K-12,"1,786",,86.70%,60.8,291,87.00,"Public, Charter, Alternative",60 Park Place,Newark,07102,Essex,Team Academy Charter School,Yes,(n/a),No,Yes,(973) 622-0905,,4 (0.2 %),"1,686 (94.4 %)",94 (5.3 %),0 (0.0 %),0 (0.0 %),0 (0.0 %),2 (0.1 %)
205,Bogota Junior/Senior High School,7-12,527,10.5,49.20%,60.7,253,48.00,Public,2 Henry C Luthin Place,Bogota,07603,Bergen,Bogota Public School District,No,(n/a),No,Yes,(201) 441-4808,50,140 (26.6 %),51 (9.7 %),300 (56.9 %),33 (6.3 %),0 (0.0 %),1 (0.2 %),2 (0.4 %)
206,Absegami High School,9-12,"1,657",13.1,37.30%,60.7,205,-1,Public,201 S Wrangleboro Road,Galloway,08205,Atlantic,Greater Egg Harbor Regional High School District,No,(n/a),No,Yes,(609) 652-1372,126,883 (53.3 %),277 (16.7 %),209 (12.6 %),276 (16.7 %),0 (0.0 %),5 (0.3 %),7 (0.4 %)
207,Audubon Junior/Senior High School,7-12,837,12.8,24.50%,60.7,239,32.00,Public,350 Edgewood Avenue,Audubon,08106,Camden,Audubon Public School Disrict,No,(n/a),No,Yes,(856) 547-7695,65,751 (89.7 %),20 (2.4 %),47 (5.6 %),15 (1.8 %),0 (0.0 %),2 (0.2 %),2 (0.2 %)
208,Lacey Township High School,9-12,"1,477",12.3,21.00%,60.4,252,44.00,Public,73 Haines Street,Lanoka Harbor,08734,Ocean,Lacey Township School District,No,(n/a),No,No,(609) 971-2020,120,"1,384 (93.7 %)",13 (0.9 %),58 (3.9 %),13 (0.9 %),0 (0.0 %),1 (0.1 %),8 (0.5 %)
209,County Prep High School,9-12,648,8.7,64.40%,60.3,155,-54,Public,525 Montgomery Street,Jersey City,07306,Hudson,Hudson County Schools Of Technology School District,No,(n/a),No,Yes,(201) 631-6302,74,130 (20.1 %),67 (10.3 %),237 (36.6 %),203 (31.3 %),3 (0.5 %),7 (1.1 %),1 (0.2 %)
210,Sayreville War Memorial High School,9-12,"1,731",13.5,36.30%,60,208,-2,Public,820 Washington Road,Parlin,08859,Middlesex,Sayreville School District,No,(n/a),No,No,(732) 525-5252,128,875 (50.5 %),285 (16.5 %),292 (16.9 %),258 (14.9 %),2 (0.1 %),9 (0.5 %),10 (0.6 %)
211,Hightstown High School,9-12,"1,439",12.7,27.00%,59.4,170,-41,Public,25 Leshin Lane,Hightstown,08520,Mercer,East Windsor Regional School District,No,(n/a),No,No,(609) 443-7738,113,673 (46.8 %),159 (11.0 %),385 (26.8 %),216 (15.0 %),0 (0.0 %),0 (0.0 %),6 (0.4 %)
212,Monmouth Regional High School,9-12,"1,025",,12.60%,59.4,241,29.00,Public,One Norman J Field Way,Tinton Falls,07724,Monmouth,Monmouth Regional High School District,No,(n/a),No,Yes,(732) 542-1170,,605 (59.0 %),170 (16.6 %),155 (15.1 %),67 (6.5 %),2 (0.2 %),2 (0.2 %),24 (2.3 %)
213,Passaic County Technical Institute,9-12,"3,242",11,76.60%,59.4,184,-29,Public,45 Reinhardt Road,Wayne,07470,Passaic,Passsaic County Vocational School District,No,(n/a),No,Yes,(973) 790-6000,294,346 (10.7 %),609 (18.8 %),"2,015 (62.2 %)",253 (7.8 %),0 (0.0 %),1 (0.0 %),18 (0.6 %)
214,Williamstown High School,9-12,"1,835",14,29.90%,59.3,201,-13,Public,700 N Tuckahoe Rd,Williamstown,08094,Gloucester,Monroe Township Public School District,No,(n/a),No,No,(856) 262-8200,130,"1,268 (69.1 %)",405 (22.1 %),109 (5.9 %),37 (2.0 %),3 (0.2 %),1 (0.1 %),12 (0.7 %)
215,Arts High School,7-12,685,11,82.20%,58.9,232,17.00,Public,550 M L King Blvd,Newark,07102,Essex,Newark Public School District,No,(n/a),No,Yes,(973) 733-7391,62,54 (7.9 %),361 (52.7 %),266 (38.8 %),2 (0.3 %),2 (0.3 %),0 (0.0 %),0 (0.0 %)
216,Woodstown High School,9-12,739,12.7,21.20%,58.8,206,-10,Public,140 East Avenue,Woodstown,08098,Salem,Woodstown-Pilesgrove Regional School District,No,(n/a),No,Yes,(856) 769-0144,58,630 (85.3 %),68 (9.2 %),21 (2.8 %),6 (0.8 %),2 (0.3 %),0 (0.0 %),12 (1.6 %)
217,Jonathan Dayton High School,9-12,613,14.5,9.00%,58.8,222,5.00,Public,139 Mountain Ave.,Springfield,07081,Union,Springfield Public School District,No,(n/a),No,Yes,(973) 376-1025,42,411 (67.0 %),74 (12.1 %),82 (13.4 %),43 (7.0 %),0 (0.0 %),3 (0.5 %),0 (0.0 %)
218,Boonton High School,9-12,588,13.3,24.00%,58.8,263,45.00,Public,306 Lathrop Avenue,Boonton,07005,Morris,Boonton Town School District,No,(n/a),No,Yes,(973) 335-9700,44,384 (65.3 %),28 (4.8 %),85 (14.5 %),80 (13.6 %),1 (0.2 %),5 (0.9 %),5 (0.9 %)
219,Bergenfield High School,9-12,"1,236",13.5,35.00%,58.8,178,-41,Public,80 S Prospect Ave,Bergenfield,07621,Bergen,Bergenfield Borough School District,No,(n/a),No,Yes,(201) 385-8600,92,242 (19.6 %),120 (9.7 %),517 (41.8 %),340 (27.5 %),4 (0.3 %),4 (0.3 %),9 (0.7 %)
220,New Egypt High School,9-12,542,13.3,13.80%,58.4,189,-31,Public,117 Evergreen Road,New Egypt,08533,Ocean,Plumsted Township School District,No,(n/a),No,Yes,(609) 758-6800,41,496 (91.5 %),17 (3.1 %),24 (4.4 %),4 (0.7 %),1 (0.2 %),0 (0.0 %),0 (0.0 %)
221,Bordentown Regional High School,9-12,703,14.7,24.20%,58.3,212,-9,Public,318 Ward Ave,Bordentown,08505,Burlington,Bordentown Regional School District,No,(n/a),No,Yes,(609) 298-0025,48,473 (67.3 %),96 (13.7 %),69 (9.8 %),62 (8.8 %),2 (0.3 %),1 (0.1 %),0 (0.0 %)
222,Saddle Brook Middle/High School,7-12,762,11.7,21.50%,58.1,225,3.00,Public,355 Mayhill Street,Saddle Brook,07663,Bergen,Saddle Brook School District,No,(n/a),No,No,(201) 843-2880,65,527 (69.2 %),32 (4.2 %),143 (18.8 %),57 (7.5 %),0 (0.0 %),3 (0.4 %),0 (0.0 %)
223,Colonia High School,9-12,"1,383",10.9,24.60%,58.1,29,-194,Public,East Street,Colonia,07067,Middlesex,Woodbridge Township School District,No,(n/a),No,No,(732) 726-7060,126,744 (53.8 %),208 (15.0 %),209 (15.1 %),220 (15.9 %),0 (0.0 %),1 (0.1 %),1 (0.1 %)
224,Toms River High School South,9-12,"1,481",13.5,20.70%,58,236,12.00,Public,55 Hyers Street,Toms River,08753,Ocean,Toms River Regional School District,No,(n/a),No,No,(732) 505-5738,109,"1,189 (80.3 %)",103 (7.0 %),142 (9.6 %),36 (2.4 %),0 (0.0 %),1 (0.1 %),10 (0.7 %)
225,Toms River High School East,9-12,"1,665",13.8,16.80%,57.9,148,-77,Public,1225 Raider Way,Toms River,08753,Ocean,Toms River Regional School District,No,(n/a),No,No,(732) 505-5665,120,"1,453 (87.3 %)",48 (2.9 %),105 (6.3 %),45 (2.7 %),0 (0.0 %),0 (0.0 %),14 (0.8 %)
226,Brick Township Memorial High School,9-12,"1,818",13.6,20.70%,57.5,238,12.00,Public,2001 Lanes Mill Rd,Brick,08724,Ocean,Brick Township Public School District,No,(n/a),No,No,(732) 785-3000,134,"1,537 (84.5 %)",102 (5.6 %),121 (6.7 %),43 (2.4 %),7 (0.4 %),2 (0.1 %),6 (0.3 %)
227,Gateway Regional High School,7-12,894,11.6,31.30%,57.4,171,-56,Public,775 Tanyard Rd,Woodbury Hts,08096,Gloucester,Gateway Regional School District,No,(n/a),No,Yes,(856) 848-8200,77,788 (88.1 %),43 (4.8 %),30 (3.4 %),22 (2.5 %),1 (0.1 %),0 (0.0 %),10 (1.1 %)
228,Delran High School,9-12,830,12.3,20.60%,57.3,240,12.00,Public,50 Hartford Road,Delran,08075,Burlington,Delran Township School District,No,(n/a),No,Yes,(856) 461-6100,67,642 (77.3 %),79 (9.5 %),52 (6.3 %),38 (4.6 %),2 (0.2 %),0 (0.0 %),17 (2.0 %)
228,Wood-Ridge Junior/Senior High School,7-12,362,11.9,13.00%,57.3,183,-45,Public,258 Hackensack St,Wood Ridge,07075,Bergen,Wood-Ridge School District,No,(n/a),No,Yes,(201) 933-6777,30,258 (71.3 %),9 (2.5 %),74 (20.4 %),19 (5.2 %),1 (0.3 %),0 (0.0 %),1 (0.3 %)
230,New Milford High School,9-12,652,12.7,12.90%,57.1,250,20.00,Public,330 River Road,New Milford,07646,Bergen,New Milford Public School District,No,(n/a),No,No,(201) 262-0172,51,346 (53.1 %),24 (3.7 %),121 (18.6 %),93 (14.3 %),0 (0.0 %),68 (10.4 %),0 (0.0 %)
231,Cliffside Park High School,9-12,"1,105",13.6,61.50%,57.1,290,59.00,Public,538 Palisade Avenue,Cliffside Park,07010,Bergen,Cliffside Park School District,No,(n/a),No,Yes,(201) 313-2370,81,391 (35.4 %),45 (4.1 %),640 (57.9 %),23 (2.1 %),1 (0.1 %),2 (0.2 %),3 (0.3 %)
232,International High School,9-12,515,9.7,76.70%,57,242,10.00,Public,200 Grand Street,Paterson,07501,Passaic,Paterson Public School District,No,(n/a),No,Yes,(973) 321-2280,53,27 (5.2 %),153 (29.7 %),321 (62.3 %),14 (2.7 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
233,Cicely L. Tyson Community Middle/High School,6-12,832,10.6,70.30%,56.8,265,32.00,"Public, Alternative",35 Winans Street,East Orange,07017,Essex,East Orange School District,No,(n/a),No,Yes,(973) 414-8600,78,0 (0.0 %),801 (96.3 %),28 (3.4 %),3 (0.4 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
234,David Brearley Middle/High School,7-12,688,11.9,20.50%,56.3,299,65.00,Public,401 Monroe Avenue,Kenilworth,07033,Union,Kenilworth School District,No,(n/a),No,No,(908) 931-9696,58,390 (56.7 %),87 (12.6 %),172 (25.0 %),24 (3.5 %),3 (0.4 %),3 (0.4 %),9 (1.3 %)
235,Fort Lee High School,9-12,954,13.9,21.50%,56.3,161,-74,Public,3000 Lemoine Ave,Fort Lee,07024,Bergen,Fort Lee School District,No,(n/a),No,Yes,(201) 585-4675,69,334 (35.0 %),41 (4.3 %),190 (19.9 %),384 (40.3 %),0 (0.0 %),2 (0.2 %),3 (0.3 %)
236,Clayton High School,9-12,349,8.7,47.30%,56.2,278,42.00,Public,55 Pop Kramer Blvd,Clayton,08312,Gloucester,Clayton Public School District,No,(n/a),No,Yes,(856) 881-8701,40,201 (57.6 %),92 (26.4 %),33 (9.5 %),6 (1.7 %),3 (0.9 %),1 (0.3 %),13 (3.7 %)
237,Pitman High School,9-12,442,17.6,17.00%,56,262,25.00,Public,225 Linden Ave,Pitman,08071,Gloucester,Pitman Boro School District,No,(n/a),No,No,(856) 589-2121,25,416 (94.1 %),6 (1.4 %),11 (2.5 %),3 (0.7 %),0 (0.0 %),1 (0.2 %),5 (1.1 %)
238,South Hunterdon Regional High School,7-12,402,9.9,8.70%,56,153,-85,Public,301 Mt Airy Harbourton Road,Lambertville,08530,Hunterdon,South Hunterdon Regional,No,(n/a),No,(n/a),(609) 397-2060,40,338 (84.1 %),20 (5.0 %),34 (8.5 %),5 (1.2 %),0 (0.0 %),1 (0.2 %),4 (1.0 %)
239,Passaic Valley Regional High School,9-12,"1,389",13.5,22.30%,56,228,-11,Public,170 East Main Street,Little Falls,07424,Passaic,Passaic Valley Regional High School District #1,No,(n/a),No,Yes,(973) 890-2500,103,903 (65.0 %),29 (2.1 %),367 (26.4 %),73 (5.3 %),0 (0.0 %),1 (0.1 %),16 (1.2 %)
240,Hawthorne High School,9-12,663,14.1,24.90%,55.8,256,16.00,Public,160 Parmelee Avenue,Hawthorne,07506,Passaic,Hawthorne Public School District,No,(n/a),No,No,(973) 423-6415,47,463 (69.8 %),23 (3.5 %),162 (24.4 %),15 (2.3 %),0 (0.0 %),0 (0.0 %),0 (0.0 %)
241,Bayonne High School,9-12,"2,570",12.5,60.60%,55.8,227,-14,Public,669 Avenue A,Bayonne,07002,Hudson,Bayonne School District,No,(n/a),No,Yes,(201) 858-5900,204,"1,166 (45.4 %)",295 (11.5 %),924 (36.0 %),169 (6.6 %),0 (0.0 %),2 (0.1 %),14 (0.5 %)
242,Nutley High School,9-12,"1,300",15.3,10.70%,55.8,124,-118,Public,300 Franklin Ave,Nutley,07110,Essex,Nutley Public School District,No,(n/a),No,Yes,(973) 661-8824,85,936 (72.0 %),27 (2.1 %),197 (15.2 %),139 (10.7 %),0 (0.0 %),0 (0.0 %),1 (0.1 %)
243,Woodbridge High School,9-12,"1,418",10.7,36.70%,55.7,30,-213,Public,25 Samuel Lupo Place,Woodbridge,07095,Middlesex,Woodbridge Township School District,No,(n/a),No,No,(732) 602-8600,132,610 (43.0 %),241 (17.0 %),426 (30.0 %),133 (9.4 %),4 (0.3 %),0 (0.0 %),4 (0.3 %)
244,Red Bank Regional High School,9-12,"1,189",11.5,24.40%,55.4,141,-103,Public,101 Ridge Road,Little Silver,07739,Monmouth,Red Bank Regional School District,No,(n/a),No,Yes,(732) 842-8000,103,762 (64.1 %),116 (9.8 %),263 (22.1 %),21 (1.8 %),0 (0.0 %),1 (0.1 %),26 (2.2 %)
245,Wallington Junior Senior High School,7-12,536,13.4,24.80%,55.2,190,-55,Public,234 Main Ave,Wallington,07057,Bergen,Wallington Boro School District,No,(n/a),No,No,(973) 777-0808,40,393 (73.3 %),13 (2.4 %),102 (19.0 %),26 (4.9 %),1 (0.2 %),0 (0.0 %),1 (0.2 %)
246,Rancocas Valley Regional High School,9-12,"1,957",15.6,23.10%,54.6,198,-48,Public,520 Jacksonville Road,Mount Holly,08060,Burlington,Rancocas Valley Regional High School District,No,(n/a),No,Yes,(609) 267-0830,125,"1,154 (59.0 %)",547 (28.0 %),135 (6.9 %),105 (5.4 %),4 (0.2 %),12 (0.6 %),0 (0.0 %)
247,Morristown High School,9-12,"1,513",13.3,25.10%,54.5,203,-44,Public,50 Early Street,Morristown,07960,Morris,Morris School District,No,(n/a),No,No,(973) 292-2000,113,899 (59.4 %),182 (12.0 %),360 (23.8 %),69 (4.6 %),1 (0.1 %),2 (0.1 %),0 (0.0 %)
248,Kearny High School,9-12,"1,735",12.8,38.60%,54.1,230,-18,Public,336 Devon St,Kearny,07032,Hudson,Kearny,No,(n/a),No,Yes,(201) 955-5050,135,676 (39.0 %),41 (2.4 %),976 (56.3 %),38 (2.2 %),3 (0.2 %),1 (0.1 %),0 (0.0 %)
249,Haddon Township High School,9-12,631,14.6,14.10%,53.7,157,-92,Public,406 Memorial Avenue,Westmont,08108,Camden,Haddon Township School District,No,(n/a),No,No,(856) 869-7750,43,539 (85.4 %),18 (2.9 %),33 (5.2 %),24 (3.8 %),1 (0.2 %),1 (0.2 %),15 (2.4 %)
250,Hamilton East - Steinert,9-12,"1,426",13.4,10.70%,52.8,247,-3,Public,2900 Klockner Road,Hamilton,08690,Mercer,Hamilton Township Public School District,No,(n/a),No,No,(609) 631-4150,106,"1,139 (79.9 %)",60 (4.2 %),124 (8.7 %),60 (4.2 %),2 (0.1 %),0 (0.0 %),41 (2.9 %)
251,Wallkill Valley Regional High School,9-12,695,12.9,18.40%,52.7,226,-25,Public,10 Grumm Road,Hamburg,07419,Sussex,Wallkill Valley Regional High School District,No,(n/a),No,Yes,(973) 827-4100,54,604 (86.9 %),21 (3.0 %),51 (7.3 %),17 (2.4 %),2 (0.3 %),0 (0.0 %),0 (0.0 %)
